TIMESTAMP,DATE,TANK NUM,FUEL HEIGHT,WATER HEIGHT,TEMP 1,TEMP 2,TEMP 3,TEMP 4,TEMP 5,TEMP 6
1501460894,2017/07/31 00:28:14,1,69.3309,0.0,74.8337,75.4541,75.6863,75.3451,75.9891,79.2187
1501460899,2017/07/31 00:28:19,1,69.3307,0.0,74.8337,75.4541,75.6863,75.3451,75.9891,79.2187
1501460904,2017/07/31 00:28:24,1,69.3314,0.0,74.8328,75.4544,75.6866,75.3454,75.9895,79.2187
1501460909,2017/07/31 00:28:29,1,69.3314,0.0,74.8328,75.4544,75.6866,75.3454,75.9895,79.2187
1501460914,2017/07/31 00:28:34,1,69.3319,0.0,74.8334,75.4559,75.6872,75.3447,75.9905,79.2175
1501460919,2017/07/31 00:28:39,1,69.3304,0.0,74.8334,75.4559,75.6872,75.3447,75.9905,79.2175
1501460924,2017/07/31 00:28:44,1,69.3319,0.0,74.8324,75.4550,75.6867,75.3455,75.9896,79.2183
1501460929,2017/07/31 00:28:49,1,69.3314,0.0,74.8324,75.4550,75.6867,75.3455,75.9896,79.2183
1501460934,2017/07/31 00:28:54,1,69.3309,0.0,74.8318,75.4544,75.6870,75.3453,75.9894,79.2168
1501460939,2017/07/31 00:28:59,1,69.3314,0.0,74.8318,75.4544,75.6870,75.3453,75.9894,79.2168
1501460944,2017/07/31 00:29:04,1,69.3309,0.0,74.8306,75.4548,75.6870,75.3445,75.9894,79.2172
1501460949,2017/07/31 00:29:09,1,69.3309,0.0,74.8306,75.4548,75.6870,75.3445,75.9894,79.2172
1501460954,2017/07/31 00:29:14,1,69.3309,0.0,74.8298,75.4549,75.6875,75.3450,75.9899,79.2182
1501460959,2017/07/31 00:29:19,1,69.3314,0.0,74.8298,75.4549,75.6875,75.3450,75.9899,79.2182
1501460964,2017/07/31 00:29:24,1,69.3314,0.0,74.8292,75.4551,75.6882,75.3444,75.9902,79.2176
1501460969,2017/07/31 00:29:29,1,69.3314,0.0,74.8292,75.4551,75.6882,75.3444,75.9902,79.2176
1501460974,2017/07/31 00:29:34,1,69.3319,0.0,74.8278,75.4551,75.6881,75.3447,75.9914,79.2175
1501460979,2017/07/31 00:29:39,1,69.3319,0.0,74.8278,75.4551,75.6881,75.3447,75.9914,79.2175
1501460984,2017/07/31 00:29:44,1,69.3314,0.0,74.8275,75.4552,75.6883,75.3449,75.9920,79.2181
1501460989,2017/07/31 00:29:49,1,69.3309,0.0,74.8275,75.4552,75.6883,75.3449,75.9920,79.2181
1501460994,2017/07/31 00:29:54,1,69.3309,0.0,74.8259,75.4549,75.6879,75.3454,75.9912,79.2173
1501460999,2017/07/31 00:29:59,1,69.3309,0.0,74.8259,75.4549,75.6879,75.3454,75.9912,79.2173
1501461004,2017/07/31 00:30:04,1,69.3309,0.0,74.8255,75.4553,75.6884,75.3450,75.9917,79.2173
1501461009,2017/07/31 00:30:09,1,69.3314,0.0,74.8255,75.4553,75.6884,75.3450,75.9917,79.2173
1501461014,2017/07/31 00:30:14,1,69.3309,0.0,74.8250,75.4557,75.6879,75.3454,75.9921,79.2182
1501461019,2017/07/31 00:30:19,1,69.3314,0.0,74.8250,75.4557,75.6879,75.3454,75.9921,79.2182
1501461024,2017/07/31 00:30:24,1,69.3307,0.0,74.8250,75.4557,75.6879,75.3454,75.9921,79.2182
1501461029,2017/07/31 00:30:29,1,69.3314,0.0,74.8240,75.4560,75.6877,75.3465,75.9928,79.2162
1501461034,2017/07/31 00:30:34,1,69.3314,0.0,74.8240,75.4560,75.6877,75.3465,75.9928,79.2162
1501461039,2017/07/31 00:30:39,1,69.3314,0.0,74.8236,75.4556,75.6874,75.3466,75.9924,79.2159
1501461044,2017/07/31 00:30:44,1,69.3309,0.0,74.8236,75.4551,75.6877,75.3470,75.9923,79.2171
1501461049,2017/07/31 00:30:49,1,69.3307,0.0,74.8236,75.4551,75.6877,75.3470,75.9923,79.2171
1501461054,2017/07/31 00:30:54,1,69.3309,0.0,74.8236,75.4551,75.6877,75.3470,75.9923,79.2171
1501461959,2017/07/31 00:45:59,1,69.3314,0.0,74.8079,75.4480,75.6824,75.3515,75.9991,79.1894
1501461964,2017/07/31 00:46:04,1,69.3301,0.0,74.8080,75.4477,75.6829,75.3512,75.9996,79.1899
1501461969,2017/07/31 00:46:09,1,69.3307,0.0,74.8080,75.4477,75.6829,75.3512,75.9996,79.1899
1501461974,2017/07/31 00:46:14,1,69.3309,0.0,74.8074,75.4480,75.6824,75.3520,76.0000,79.1890
1501461979,2017/07/31 00:46:19,1,69.3304,0.0,74.8074,75.4480,75.6824,75.3520,76.0000,79.1890
1501461984,2017/07/31 00:46:24,1,69.3304,0.0,74.8068,75.4483,75.6822,75.3509,75.9998,79.1888
1501461989,2017/07/31 00:46:29,1,69.3309,0.0,74.8068,75.4483,75.6822,75.3509,75.9998,79.1888
1501461994,2017/07/31 00:46:34,1,69.3309,0.0,74.8063,75.4478,75.6830,75.3509,75.9989,79.1887
1501461999,2017/07/31 00:46:39,1,69.3304,0.0,74.8063,75.4478,75.6830,75.3509,75.9989,79.1887
1501462004,2017/07/31 00:46:44,1,69.3304,0.0,74.8075,75.4477,75.6816,75.3508,75.9992,79.1887
1501462009,2017/07/31 00:46:49,1,69.3307,0.0,74.8075,75.4477,75.6816,75.3508,75.9992,79.1887
1501462014,2017/07/31 00:46:54,1,69.3309,0.0,74.8075,75.4477,75.6816,75.3508,75.9992,79.1887
1501462019,2017/07/31 00:46:59,1,69.3304,0.0,74.8077,75.4466,75.6822,75.3505,75.9998,79.1893
1501462024,2017/07/31 00:47:04,1,69.3304,0.0,74.8077,75.4466,75.6822,75.3505,75.9998,79.1893
1501462029,2017/07/31 00:47:09,1,69.3309,0.0,74.8079,75.4467,75.6828,75.3507,75.9996,79.1890
1501462034,2017/07/31 00:47:14,1,69.3304,0.0,74.8079,75.4467,75.6828,75.3507,75.9996,79.1890
1501462039,2017/07/31 00:47:19,1,69.3304,0.0,74.8073,75.4466,75.6826,75.3505,75.9990,79.1884
1501462044,2017/07/31 00:47:24,1,69.3304,0.0,74.8073,75.4466,75.6826,75.3505,75.9990,79.1884
1501462049,2017/07/31 00:47:29,1,69.3309,0.0,74.8071,75.4460,75.6820,75.3499,75.9992,79.1878
1501462054,2017/07/31 00:47:34,1,69.3304,0.0,74.8071,75.4460,75.6820,75.3499,75.9992,79.1878
1501462059,2017/07/31 00:47:39,1,69.332,0.0,74.8062,75.4455,75.6828,75.3507,75.9987,79.1881
1501462064,2017/07/31 00:47:44,1,69.3299,0.0,74.8062,75.4455,75.6828,75.3507,75.9987,79.1881
1501462069,2017/07/31 00:47:49,1,69.3309,0.0,74.8062,75.4459,75.6828,75.3507,75.9987,79.1881
1501462074,2017/07/31 00:47:54,1,69.3304,0.0,74.8062,75.4459,75.6828,75.3507,75.9987,79.1881
1501462079,2017/07/31 00:47:59,1,69.3309,0.0,74.8063,75.4465,75.6826,75.3513,75.9997,79.1874
1501462084,2017/07/31 00:48:04,1,69.3304,0.0,74.8063,75.4465,75.6826,75.3513,75.9997,79.1874
1501462089,2017/07/31 00:48:09,1,69.3304,0.0,74.8062,75.4468,75.6815,75.3498,76.0000,79.1873
1501462094,2017/07/31 00:48:14,1,69.3314,0.0,74.8062,75.4468,75.6815,75.3498,76.0000,79.1873
1501462099,2017/07/31 00:48:19,1,69.3309,0.0,74.8062,75.4463,75.6824,75.3498,76.0005,79.1868
1501462104,2017/07/31 00:48:24,1,69.3301,0.0,74.8062,75.4463,75.6824,75.3498,76.0005,79.1868
1501462109,2017/07/31 00:48:29,1,69.3307,0.0,74.8057,75.4468,75.6820,75.3494,76.0000,79.1855
1501462114,2017/07/31 00:48:34,1,69.3304,0.0,74.8057,75.4468,75.6820,75.3494,76.0000,79.1855
1501462119,2017/07/31 00:48:39,1,69.3304,0.0,74.8049,75.4460,75.6825,75.3491,76.0010,79.1860
1501462124,2017/07/31 00:48:44,1,69.3304,0.0,74.8049,75.4460,75.6825,75.3491,76.0010,79.1860
1501462129,2017/07/31 00:48:49,1,69.3304,0.0,74.8054,75.4455,75.6825,75.3491,76.0005,79.1856
1501462134,2017/07/31 00:48:54,1,69.3304,0.0,74.8054,75.4455,75.6825,75.3491,76.0005,79.1856
1501462139,2017/07/31 00:48:59,1,69.3304,0.0,74.8062,75.4455,75.6815,75.3494,76.0005,79.1855
1501462144,2017/07/31 00:49:04,1,69.3304,0.0,74.8062,75.4455,75.6815,75.3494,76.0005,79.1855
